acc_x_t0.25,acc_x_t0.5,acc_x_t0.75,acc_x_t1.0,acc_y_t0.25,acc_y_t0.5,acc_y_t0.75,acc_y_t1.0,acc_z_t0.25,acc_z_t0.5,acc_z_t0.75,acc_z_t1.0,gyro_x_t0.25,gyro_x_t0.5,gyro_x_t0.75,gyro_x_t1.0,gyro_y_t0.25,gyro_y_t0.5,gyro_y_t0.75,gyro_y_t1.0,gyro_z_t0.25,gyro_z_t0.5,gyro_z_t0.75,gyro_z_t1.0,flex_t0.25,flex_t0.5,flex_t0.75,flex_t1.0,label
3.4844822170544565,3.2671727459623607,3.573895330755215,3.1827759711561825,-5.041979998482175,-5.51387408141364,-5.754051805185349,-2.572543082174429,7.759467230991858,7.532010878051526,7.457246566400379,9.123769699822573,13.113436041190411,8.688536016094753,9.107269393820879,0.5854107370993229,3.8808618424892307,9.164690820164003,-0.9958622026304728,-4.538582978897892,-5.796900577366278,-10.439887013275088,6.189375742575501,6.769739161476401,0.0022654916017647376,-0.008218043284300362,-0.0068488463240245516,-0.027636947759094685,left
4.09732600824407,3.9571050310834597,3.947919844430883,3.4293725382361706,-4.0341015091538575,-4.085303456174391,-4.114550689869372,-4.490702279498726,8.020057899846066,8.068390776152611,8.056175895551453,8.030378487390891,-0.6357499583059963,0.5964457593082089,0.08822366541870673,7.183931950757903,-0.7131367648928103,-0.20280022875906675,0.37917400733362844,26.987832122728722,0.714851212867654,-0.12061927595322518,0.2757096772867764,13.183033003942136,0.0005337350546141746,-0.008924266606580895,75.5170591685355,-0.01072754266238596,left
3.6865475702336865,3.179835915102671,3.52225124555045,3.199048387595796,-3.7509373389687197,-3.666010043946292,-5.454770100698744,-2.6845154813093344,8.33368255758502,8.653157273417733,7.899330900145695,8.925864534042466,1.6944036269805958,1.1618180553230308,7.690458732269164,-0.21485002743620202,2.444909961511764,11.24014092053687,-3.1319783236126124,-4.8438098877231095,-1.2133035749947405,-10.611335883306584,21.17032550712523,10.143806906200675,-0.023156188295453326,0.009048162922595533,0.008498432715869274,0.003046129196234709,left
3.5191840957547966,3.4232977578668655,3.4152683856662978,3.1247696730118584,-3.3064837444243955,-3.4486023700852018,-4.804328096002894,-1.756864667269437,8.526501489662877,8.60727005136456,8.089176240046017,9.266653119036702,22.539235808113798,10.487803685413272,37.89197575664289,-5.39853540608297,12.196341136193551,11.191606384009695,18.206378778553407,3.866435768222161,-4.999792081707177,-9.168486519627791,-4.732865315313692,-19.93000972422154,0.004640078161821979,-0.0002339802407442236,-0.007294270303458174,-0.0023299822615799955,left
3.8202937826469543,3.814991727205429,3.404464479090351,3.2917512743163706,-3.5963571262539893,-3.557483012645567,-4.231914456946102,-1.711692701432563,8.299506550849811,8.301925912911768,8.161121857320081,9.277851801879441,-0.3591270515950234,-0.9951176247773322,32.835464544784216,5.012598387265867,-0.3458803832453517,-0.10761066503672204,16.021590212661604,0.3914819597833108,-0.5932099179786485,-0.03305425490996411,11.783679894533291,-12.563390506497289,-0.0012608984232171747,-0.017019872744174106,-0.0030333820952250833,0.005119898052854051,left
4.294500104005488,4.443769469176037,3.474031739512715,3.962341243270813,-4.512648694962765,-3.734655912971032,-3.5353095075243823,-2.6296781174225883,8.036474648774954,8.023518232326266,8.510234965620628,8.664570215155752,2.218359545661911,24.551087118234083,4.485178168912324,0.3904862416608482,-2.0840372266651195,20.37594971857458,-6.5962074088572304,-3.3508998111559367,-4.36949158018042,-5.494906790836176,21.849178479788378,5.565781277154311,0.017287279475549644,0.01841066263075098,0.015884525630638923,0.022001968981203983,left
3.7357430350831726,3.7019500682315987,3.509341633275605,3.873195157055487,-4.004277444994112,-3.820552336858862,-4.066264246970248,-4.296829769701807,8.118693816767637,8.312443811980316,8.278121486087208,8.016008142356736,-9.743044308885178,0.4299209368180315,-1.1045862660358927,4.465648290371164,-4.745439117571828,-0.14313402855224375,13.633808756657425,-6.398584877230864,7.411943583148764,0.18203992889547943,-11.506353512101187,2.22951839167063,-0.003419870536549733,0.003245257934211919,-0.006783516477978195,-0.004665449643560902,left
4.093329252751768,4.075688432509197,3.4507961830509237,3.3229883625495322,-3.6546990531385593,-3.6253398908102974,-3.615446763462977,-1.5054648473762198,8.185013068383359,8.18857517044794,8.39521872622339,9.488242417130413,1.8868705545667872,-0.35572069647150123,-4.9964328842435926,4.060193381028577,-0.6601189756144538,0.3932957067728182,7.897976811594166,-1.7060906072844162,-1.2183762072807764,0.7182701960340836,-2.18938611269243,-6.928214267951895,-0.0021551972361926013,-0.008721631283671398,-0.0027273101330928524,-0.008503686067423155,left
3.9112946251679483,3.9429028112078073,3.9959224310734673,3.963223300162931,-3.583405597529763,-3.6126704191226584,-5.067142072361065,-3.328643109520277,8.298522505121536,8.24649489792636,7.690137750360336,8.378204572173733,-2.0594040332424166,-3.1649793900796706,9.505286697859374,11.095831007232393,-0.6732476551657007,-0.5776279818652714,27.47001503530904,-13.736803774851088,0.49111723773962934,-0.2637568076947291,-26.737006637745953,25.13836820768191,-0.0049114298058986336,-0.002087715014420414,0.0046693906362052125,0.0008265850093660412,left
4.054796899539005,4.1090936519446375,4.069229827121342,3.692891337372534,-3.7466698267831218,-3.8170443365256768,-3.8239179060897825,-5.683152505822006,8.172452045233648,8.143559837013987,8.178477997504974,7.597483810434071,0.9595907904746762,-0.5839319259238087,6.515280969785858,14.411423146159356,0.599270718775135,-1.3708490037753935,6.11790107906602,13.41485824820388,0.2882378235604622,0.21824076559047484,0.1729886717569431,-8.303556992761834,0.006356518446165506,0.008365279757484419,0.022065786412934444,-0.01069079065599175,left
3.9929824870802393,4.04317241753667,3.5936441950269353,3.7060264002839842,-3.72286887188126,-3.630144533158934,-4.131669706235963,-3.0883152550982977,8.220411143666489,8.248395506037555,8.171954449912242,8.611605890066187,2.2300380892434,-1.455807454166634,5.264446940589222,9.336645490510683,0.6043586980876618,-0.6336521623301299,11.990545231063885,-7.174863865913201,-0.016199261436246327,0.36630188225692645,3.216745178132065,25.585398844001386,0.00013392527516475048,0.0068186989695322164,0.01515873892243905,0.002065304038723877,left
3.816958987086017,3.7449099773256425,3.5603925557056155,3.9774815907838255,-3.4270408783964137,-3.1634671259719735,-3.599465923573966,-5.2711934110933125,8.434524495392184,8.516167878822856,8.490253822378747,7.736137681206911,5.3076134221369795,10.97994025082633,5.063422778909708,-8.202656658879597,2.027984326643378,5.548191784939795,-1.3263761895855843,-0.7414456188647143,-1.1081603441314973,-6.911303838135236,11.534689376079644,-1.1115759731416328,-0.004666150833847409,-0.0054245861818859875,0.009910235348242619,-0.009232958497281223,left
3.2543483649153333,-1.2287828308425763,-8.92502898879962,-8.902242430709277,-3.3220351875349468,-1.2036521862399483,-0.67814185394968,-3.865496856784887,9.16480211281119,7.3030375811529105,3.449399977238232,1.9053004790797123,-6.051082573317287,19.1793006426046,7.460443221612263,-27.203983438330678,11.123738494456076,242.82890212296692,53.349591288400255,-2.189027016099197,11.050823091281273,96.0343127314076,15.65904946017335,10.688517055481897,-0.010827169791379421,0.00016736629446939392,0.005455925090019398,-0.0026494252585588323,left
-8.329250767291816,-8.667600057033942,-7.719283810713221,-8.612215106178308,-2.0168590847660277,-1.709712238987401,-3.4610014561953912,-0.880406421852412,4.642772498106661,3.752912625354402,4.043055694413967,4.19662768541912,0.3333331437251196,-2.297134387539502,-3.2538579638709035,-18.449195745861424,0.24585806140473435,-3.484783986534246,-0.805730080786149,-1.2644002342449863,2.4773727811804096,-1.7205182889669737,37.956083716120524,5.443087550850958,0.007278505285074387,0.014455129260681421,-0.007419865941330583,-0.0007745624146740862,left
-8.20818855281359,-8.621908413610031,-8.233642601347986,-8.49888257369343,-2.2154096421905374,-1.4966600198411697,-1.6512548661701176,-3.060917411321981,4.1818158972976525,3.6721410085247004,4.656202637374458,5.091832722550413,3.6190852432538314,-2.6242208220687795,0.8549939817611532,2.987956508110099,3.8792866104429087,-1.846364198441476,7.129705003801449,-11.119995098065278,0.999390414058416,3.4828753744848733,0.1576446414397039,9.517240912581496,-0.021335647466059045,0.0018923902562482684,-0.014065687640536681,0.00322935083306579,left
-8.312738057756594,-8.284962869994176,-8.710162917864299,-8.144523651759977,-0.913151948014764,-1.1294979032885064,-2.1779814464646017,-1.9168057354117736,4.712593118891256,4.838573429054007,3.9690643870833786,4.746483006335962,7.589654174736925,-2.830791640946611,0.8404124114903104,-15.093492662939601,-2.1438858303848574,-1.046832353190949,-3.3435128343130773,3.0886472825446076,-1.2202508115092796,-3.6610580570917897,0.48420042082375797,2.4768019524980565,-0.008342288710396,-0.00808508991031063,-0.00810606964595883,0.022594075431741044,left
3.4726520935996845,3.492631315232284,2.876003997119421,3.8940782210167257,-5.214991536510323,-5.043276478151944,-4.3126910154883165,-5.551640318603596,7.547589487219098,7.691907633287234,8.432918647281484,7.442862894230064,1.406315981424329,3.4369478430597296,-2.407353490420043,10.66803256755538,-0.7690979232970404,-0.10093721261895765,1.8882528883870227,-2.996747088833106,-0.23359059524201847,-1.2530210986600456,-11.057097674668649,14.762701197383196,0.004729959700851211,-0.008965690242555623,0.010612519918056697,0.008086797465339541,left
-8.358183243640207,-8.221412029964114,-8.477778081736508,-8.130152562165835,-2.5007721725218106,-2.7181439249092927,-1.438124868906506,-2.51247952503401,3.8511958974725244,4.123984126023688,5.318112073395229,4.389941608714684,-4.556493712360876,-18.961314377025214,-14.784157481945938,-10.064734247386047,-3.0679645399840445,-10.61800294015522,0.36516479072815333,4.015186519223161,0.534027752504647,5.868876416127849,6.046257016845268,13.659479850880453,-0.013185981840612605,-0.005128757319130072,0.0009310374015445322,0.010090708569738809,left
3.470558249051055,3.365272989557627,3.4476894817685992,3.5262990322919285,-4.580025352274094,-4.6300335270644215,-4.013026831001538,-3.233344842838767,8.02798278875633,8.071491556963798,8.360697549421134,8.628219340383765,0.19913693852193284,11.17344740267541,9.615459873693359,7.5422057853125954,-0.035715190581938415,19.60324140278402,-9.85143072313942,-0.8735301879027529,-0.30821218815384627,-24.250279197441948,18.046285619954002,4.260638950471919,-0.001757920636927218,-0.007168305914525666,-0.012297253317098883,0.003532103432622978,left
-7.992793057159976,-7.845005969396282,-7.54326778660832,-7.869560518706236,-1.6936743830440522,-1.8673379142472304,-2.935437189317289,-2.472525199313633,5.175556435646166,5.398347298495345,5.738869238013566,4.10532043713395,-1.717639791923864,-0.8440816710387176,-1.4316658019022346,-23.859622671237545,-1.043575797564182,-1.5034668080637756,-0.6328325355803178,-1.8980296590591592,4.360935923910629,2.2024358847000696,-0.5320781710537724,-5.615953250558415,0.01862621542577691,0.009511964801270836,-0.017917257472600513,-0.004130796862235992,left
3.5568772409501084,3.5867170663598795,3.7679852261463713,3.6230551456614704,-4.891101440611616,-4.6794327674957055,-4.774086648099197,-5.477208402209319,7.784421194722785,7.879311002301053,7.895191006274352,7.462802463013147,1.3138943440057878,-2.897132054570706,9.105206014651012,27.243636123709386,0.13175422904312797,-0.4392351514332954,4.440628529347205,0.48322352935869667,-1.3725883548796447,-0.6511211986084477,-5.3131468940772155,-1.6154967316157451,26.12803221351846,0.00595699042908273,0.010410691714973353,34.04909011421549,left
3.8758617475730426,3.873774452489175,3.379913930405952,2.9801355574204553,-5.140597120064234,-5.177543978324116,-3.758004503310156,-4.90350310470944,7.467350824533289,7.424381898781494,9.40334163033181,8.063967457319638,-1.2398803166545782,0.18205712829559845,1.137122414016098,2.639578129488063,0.18396559975173382,0.5780894041079623,16.9651004041622,-4.799454307133481,0.1940089701673709,-0.2650204090313215,9.698420818814197,3.0555956866280556,0.018901484392894696,0.000305239239116869,-0.012984579170940496,-0.009660512752497817,left
3.490532201948539,3.512763517307653,3.3070447547747595,3.1096889101434275,-5.547773777885979,-5.51764261070219,-6.521318672375027,-3.636867137534624,7.342688029223161,7.367951252203824,6.804692603740236,8.691294610688308,-0.32345174444029506,-0.3982340150001518,33.66019137875962,1.7702937192828323,-0.4058929748213418,-0.7216463095514978,25.274159323063838,-7.500391743940647,0.03904888291552929,0.14116221358553543,-5.30670997139995,6.173977603543821,-0.01479473960274911,-0.003731954868069354,0.002542718547457109,-0.013369226044949572,left
3.583013639237803,3.5542720951479185,3.569401016375459,3.22334256716378,-5.445297561249444,-5.369039227658558,-5.398995776092154,-5.2151770311716925,7.392632842384727,7.445401134539078,7.415364620261507,7.835754324555489,0.21627429557625527,-1.5504318459940902,2.145976298680104,34.5928913557541,-0.10249210660855025,-1.2718420998108886,0.4328435334432475,13.681808005939924,-0.23855450315054563,0.26996530081550985,0.41520519640755393,-0.44624523304317326,0.004503763408322391,-0.00022741865867947672,0.009092199095079039,0.02178976840114546,left
3.612651178919142,3.659112119207357,3.9735637735805325,3.9035660732649062,-4.8020655494447135,-4.829858429000585,-9.8532783929842,-3.9828225889877955,7.79623945471927,7.772143285389107,4.6188915999774895,8.181853914098944,-0.5702278529106243,0.03851644948024225,10.47016703150121,1.0626837093445047,-0.11302174665112506,-0.5367186672947303,-4.254885444399875,7.8467075857270725,0.3027726401577318,-0.2093090890299073,21.440559261459256,-9.972568269630699,0.020684040246893555,-0.011014334635682714,-0.009891828133152493,0.0017695055940167134,left
3.4788406551926143,3.2747058285047568,3.557700011781625,3.1595131477032754,-5.03959608155842,-5.521500363008862,-5.728154789078539,-2.557841929534997,7.759504937474921,7.525270076837716,7.461252804538431,9.129956314405495,13.124522187292602,8.692799074843219,9.10602304569222,0.5794408796799323,3.87841022371918,9.162852530617416,-1.0053052234294084,-4.518108441913287,-5.778155656866135,-10.44989144596464,6.205143610848779,6.779148614398391,0.0007283753510948519,0.0006441501848491013,0.005243691388862158,0.01754068211413135,left
4.079401903740222,3.958262192404343,3.942862608563271,3.4301213273620164,-4.033990093864973,-4.085936576543017,-4.0981983528205035,-4.4839545947958905,8.037930887694234,8.06256343528393,8.042887232067937,8.07042712804144,-0.6149125466164284,0.6086984968609913,0.08886000722895378,7.202298770002294,-0.7101619079599623,-0.21766967967907305,0.370615717398996,27.00305052122263,0.7127527464791215,-0.09899893441893119,0.27081121423000465,13.205356831607101,-0.00584482493653639,-0.0065607833722701086,75.49603697724561,0.007891295279394727,left
3.6859931675461275,3.186208385890524,3.537660028372948,3.1961664550259865,-3.751624798631219,-3.661320820172552,-5.430108629713613,-2.7002689175717403,8.332419264746664,8.65805425358867,7.90633917965914,8.92201474443331,1.6946525822677878,1.1550173613882286,7.656121785951749,-0.2381061876888406,2.4446289467079314,11.24491471082563,-3.1289032500643597,-4.8409139197378135,-1.200482301673802,-10.582048961658883,21.173705648357217,10.140802144487125,0.018030388864116693,0.011625487884668302,0.0022040527563742885,-0.0047434054715142235,left
3.5400724803713763,3.436589292548254,3.436832992372255,3.14158679336512,-3.2948788464294414,-3.4380990638320075,-4.794006615659197,-1.7836167534821974,8.57604807961262,8.606565186328588,8.084052848705277,9.268437360347981,22.544958634432753,10.446397400049106,37.90118167871316,-5.410883747583019,12.193473419130811,11.167655724002893,18.181895568286144,3.861883028232352,-4.991562946842162,-9.151744973378946,-4.7453984797122635,-19.924501216306684,0.015864220381956375,-0.00912416847842546,-0.005208345751741244,0.01625420834541026,left
3.8311786520540245,3.817980813847249,3.4009902333501802,3.286912663856636,-3.6203592880752877,-3.569644081820065,-4.231579411704619,-1.70768782827186,8.317195544191202,8.311450273680894,8.180851435320063,9.255864788721743,-0.3374076769221298,-0.9772934102849915,32.85287190981182,5.008214030785499,-0.3446070587616409,-0.11042861201614933,16.021926112853464,0.3903781812346203,-0.6007070187899876,-0.012947754563416826,11.784129134210305,-12.545706301347373,-0.00452156228988397,0.0012882550850756886,-0.0061570889957150475,0.0038282016140804586,left
4.285729440821488,4.427930231167859,3.4992173399502384,3.957762337260262,-4.499818436014388,-3.723861801929979,-3.5326056254322635,-2.6241896328715657,8.029989340691303,8.02158389291197,8.517486771041737,8.676745398508858,2.2197035019144975,24.540382046188533,4.478933463063345,0.39763226954688585,-2.0897624640791737,20.389457582104086,-6.61096286241579,-3.351710893373958,-4.350521189534025,-5.4885249497159005,21.876729325240724,5.553349286042466,0.019182049861991294,0.008443272016391527,-0.004320990663089085,0.01275454412221243,left
3.734995557730704,3.7345653659074802,3.517948547161968,3.89093097539796,-4.003786200506367,-3.8262070619876782,-4.069442984853423,-4.319917839946255,8.128987394292906,8.317400878632238,8.294653193943688,8.0007533870618,-9.734405434634338,0.44227506659971766,-1.1215192834224588,4.467793069385318,-4.741879000516924,-0.13578115593168757,13.662629140643208,-6.409488010181003,7.404326506868787,0.20275768339619038,-11.515721232275283,2.2386103310060994,0.007923201018356498,0.0029367612476687596,-0.017918801314365945,-0.011254971535490215,left
4.127703008724762,4.074329328239117,3.457283584003971,3.3487808019868357,-3.641724502765333,-3.6247711801573796,-3.5960700032888724,-1.5061257105776815,8.190759748559117,8.199386697283337,8.375572752613722,9.463075741479521,1.8658756131459802,-0.372025767749866,-4.976272377869595,4.100432823601122,-0.64248845860467,0.38112312454497255,7.912454334330669,-1.710913144154505,-1.19092741449497,0.716475859001449,-2.1792140366416106,-6.9126137686062075,0.00777003787947404,-0.0031023620170414386,0.002112761176047994,-0.012832039222556792,left
3.9099387770848852,3.948299947454675,4.000835483266329,3.9601550685677127,-3.602391199426114,-3.6248753716391833,-5.060864603980242,-3.339326747369113,8.308266679546723,8.222646730068403,7.686719338925068,8.383819854791666,-2.0526972007023936,-3.1968374503647015,9.48910448415183,11.101285652916703,-0.691358760176384,-0.5769302882885916,27.48385142791123,-13.757447043700038,0.5093752005102757,-0.29055291051971605,-26.76934875397306,25.14715857883701,8.55824780250935e-06,0.016294981939776975,-0.002210993887178574,0.005934944346294023,left
4.056366196476413,4.10176234722489,4.068360593890183,3.6854568583771483,-3.7687888464220194,-3.8271646169831572,-3.833249842054997,-5.686464287232309,8.168762229851671,8.12459520723199,8.152170437413277,7.608141096306868,0.9642612646503949,-0.5747318336152749,6.500424716280965,14.40394159062127,0.5899941894880679,-1.3573730555248589,6.121815918842426,13.421424179097816,0.256353286678471,0.20785469732632547,0.1367391874318475,-8.305677232432867,-0.0008441320360829716,-0.005160714022174099,-0.007148756024458544,-0.01592323649948002,left
3.99195352918359,4.039392102931644,3.589328885274559,3.712630019845935,-3.6932083470832406,-3.6371664231499077,-4.116011787514445,-3.081822505365563,8.199414860159072,8.235164895214519,8.14442924735986,8.598831375457106,2.2364320858141937,-1.4783945315258005,5.2578941425617955,9.343493501785424,0.6166283038505298,-0.651139774358425,11.973861133835786,-7.175233623240791,0.00046674816679830207,0.3805768968102976,3.212084686185786,25.578768119925986,0.0032156314436383817,-0.003549694469552094,0.02285906228009458,-0.00589759597603215,left
3.828923813805477,3.759863589754634,3.584847475869117,3.9741714558892816,-3.4386353091992206,-3.175754092387222,-3.6121145628861075,-5.2799819256102225,8.425693840927485,8.50030138670636,8.478996031705222,7.724355873139303,5.285627617235514,10.9955947502707,5.050267953059764,-8.19230178157501,2.0333201765421074,5.549012609970635,-1.3375793195182775,-0.7604592838422723,-1.1266726505989104,-6.941068450247561,11.50676124455977,-1.117655829101497,0.00394335649808157,0.0048763014639929235,-0.006876642359120296,-0.015270450912273654,left
3.2537014572940026,-1.2008254333316437,-8.93170638198385,-8.898213020361796,-3.349072011126154,-1.201367113912762,-0.6731663433948136,-3.8770545569832366,9.160649386557864,7.30083777840751,3.4541147361990685,1.9091850360201494,-6.066760511187585,19.174981484325077,7.438541242800979,-27.213154842718346,11.111513152496713,242.8287983385572,53.3361892102056,-2.1901208125078977,11.024643203838236,96.02760008275592,15.651662380905455,10.683780807861595,0.002218068123384368,-0.008172167111905654,-0.004854059720408682,0.012087548674710574,left
-8.320913697730989,-8.66671333584862,-7.722345790596591,-8.628868610198506,-2.03680345713553,-1.7003301854716837,-3.4442130273727747,-0.8924196586960084,4.669113060526453,3.7686373273293983,4.052142145364776,4.192001459431263,0.3543746816806309,-2.292820706818151,-3.2578779077936826,-18.462614575197996,0.26262046481228696,-3.479472575932382,-0.8120960359123324,-1.2846189706117992,2.4880072551551136,-1.7290644704650302,37.95917122107424,5.483040709710581,0.012209586311218816,0.008930034414498736,0.015596552432007043,0.0016719958023467033,left
-8.207150638170871,-8.629099399249142,-8.235830016712374,-8.50636021259069,-2.203241305578442,-1.483588653350112,-1.6496551548404073,-3.0583210345416916,4.203081698888388,3.6617340984960505,4.644056590795669,5.085901754373371,3.627596282688366,-2.6177438145937044,0.8630064193594201,2.9955520697499916,3.871690113780721,-1.8290252775322766,7.141157175775,-11.125671335465187,0.9843624614528573,3.4767320657277607,0.15582254711987858,9.508750739809443,-0.004265174792031858,0.0016209115779466951,-0.0004625938578554795,-0.008005131549566365,left
-8.316799969049177,-8.28029236531318,-8.72400160980221,-8.126197959119084,-0.9221609331022478,-1.1367046626816004,-2.1764492129306228,-1.9169343866504283,4.689781952883219,4.824001276498091,3.9827629099685176,4.7225054133911115,7.593639202957631,-2.839781566752619,0.8675860588596072,-15.104932872912162,-2.1376180021227027,-1.0495270582674368,-3.3570011239042685,3.0809669812156923,-1.18715207363817,-3.6476845349544935,0.4666392150097021,2.465943044695312,-0.009604873196076308,-0.0028182682096826684,-0.001222245442595524,-0.012607541796145703,left
3.478575215844106,3.4848898793708303,2.8532728498298425,3.8765156184494445,-5.218524139983604,-5.075507246557012,-4.294363096083008,-5.554746288549316,7.566825288798457,7.670331112756976,8.442993102477855,7.4259952791308566,1.3842864095057914,3.4388474467970234,-2.4084506762331266,10.655264156787618,-0.7572319694009229,-0.11443275365713661,1.8874859077785788,-2.984885325977796,-0.22876513343015148,-1.2358844497932129,-11.074022783700768,14.750501388530214,-0.00359657108086188,-0.001396507170398836,-0.0033307760802264415,-0.003562353251081558,left
-8.37949219790316,-8.198006136665816,-8.494870739087123,-8.120926383968026,-2.494816689659982,-2.715476594915393,-1.4549512616840834,-2.498169845060648,3.85573687818762,4.147933946441262,5.31139776266247,4.400821587939999,-4.5373485136490395,-18.946538981447805,-14.760811943447276,-10.061137793188797,-3.0702027086369106,-10.61210909649347,0.3755506276532846,4.000233510542576,0.5251789686679526,5.858983109924902,6.05083062624048,13.642893866514374,-0.0025590774500623883,-0.0034094837244285337,0.004537678700848677,-0.0016592592626965136,left
3.469188660640459,3.3378603918967134,3.4303919538769385,3.531735792171966,-4.572721805281609,-4.634979329603858,-4.0027392655645375,-3.242442497160119,8.020740475930104,8.049961379531053,8.346471859343973,8.623880222591147,0.2260392331688535,11.167024430112539,9.627769826277046,7.5675118562775285,-0.019930216461772836,19.613264304254667,-9.875858040751185,-0.8761548445549018,-0.2875014082807676,-24.24289950715729,18.00355638251288,4.2767268245111465,-0.00741937593684134,0.010434578773329397,-0.004211757088958661,-0.0074098986365523315,left
-7.989562926961466,-7.839046224708598,-7.546103694332257,-7.8659867343873895,-1.7115655446321256,-1.877683244570256,-2.920434414850065,-2.4621917217693547,5.17124711062186,5.3851963879502875,5.743761069014876,4.100332316466084,-1.7108999435789163,-0.8351959777449338,-1.4427743289208224,-23.84381977917556,-1.0445481386454354,-1.4792141400347976,-0.6370432697584779,-1.8827613913470684,4.360769512026975,2.20827904326142,-0.5262995979850121,-5.603296871376453,-0.0008011073148630303,0.010821510917289978,-0.010681655731135253,-0.004622961348022603,left
3.5494454553207095,3.5865882894581564,3.732564119192472,3.615988538491519,-4.903399089843761,-4.702614949486206,-4.763853616972923,-5.488993525588954,7.7736525158930005,7.878766020031991,7.901436225654998,7.461276802133644,1.3153327039545486,-2.8980377554974215,9.123773423371759,27.222169034054485,0.1389173974255954,-0.4352506141239856,4.433629930419046,0.46365625257157755,-1.3678456353739965,-0.6354694562725721,-5.313916724570148,-1.6232517561617728,26.13692147544721,-0.013504618371545572,0.025667775342107707,34.04810175653783,left
3.862825772141141,3.8463705099636583,3.374188883159581,2.952439227930931,-5.105809812941734,-5.1661649839796615,-3.7952327290277985,-4.902713875613989,7.468394392481195,7.430120196656414,9.387421563257174,8.059119124455387,-1.2399741475261958,0.18348281414650291,1.1626283931819814,2.653894285889896,0.1904418775811058,0.5922656585435003,16.961394005537244,-4.7990539546317414,0.16409898883202034,-0.28377125386469565,9.694292419357877,3.0698126533835657,-0.023357518611521178,0.005033285704040632,-0.008431112580274206,-0.014321749821954227,left
3.502456345254527,3.5101510975044663,3.3280981627981023,3.105298358995008,-5.539511763095947,-5.52888362860124,-6.508492194825589,-3.6619410091432716,7.349490965575227,7.36970997718462,6.809435587777714,8.683694775537019,-0.3520666419646242,-0.40042923654198237,33.64292581333528,1.756963181987692,-0.41079539464052117,-0.7355295342065847,25.287094505613677,-7.499753312968323,0.03814907586989652,0.12827663789314916,-5.313004539148066,6.181287493706202,-0.007076841333692519,-0.013741628677478473,0.011431738927175005,-0.002138619411045356,left
3.6005650731979424,3.561067107893085,3.5622376162626783,3.233467737526872,-5.431923658440518,-5.367656038705309,-5.404775363978112,-5.213788223342193,7.38940986690747,7.44150138278973,7.407508716865358,7.834865394306752,0.2202385579273828,-1.5634536161802053,2.1289742860604677,34.5846426107712,-0.09845655558351399,-1.2768859742687388,0.41669675691854735,13.671097386954738,-0.21284529454941767,0.2815439895151272,0.40468337715828434,-0.43818587071092857,-0.002654644683621488,0.0024039585231192934,-0.010695823087823336,0.001267084243977132,left
3.6384635014334226,3.6717062309762776,3.9738406783787013,3.8807740592916486,-4.787484248747051,-4.836290582753889,-9.849470983850654,-3.9741548930969186,7.789512443414493,7.783270352641519,4.619690481762332,8.206885257810246,-0.5581920742569013,0.02314703133577363,10.469472392142073,1.0642251128999958,-0.13514480643554552,-0.5430107853647328,-4.253926704537485,7.84380287858206,0.28807425865384734,-0.20315746644382968,21.46120869727669,-10.004043708999879,0.011877149718089144,-0.008480259191804914,0.015127904118547102,0.013973798671491849,left
3.472940394306497,3.255523048208891,3.5448842457629097,3.180461727769232,-5.04444990043941,-5.531408441873554,-5.723774476621716,-2.565731741421774,7.763553818097896,7.522032552269675,7.464569629624562,9.126389874491705,13.138839486061972,8.710116169275189,9.123357146162823,0.5607626984329416,3.8651286298165846,9.144436667597567,-0.9949353344928954,-4.541565365919497,-5.786448044075819,-10.437287997946353,6.209440896922108,6.772042454586982,0.011311527866063866,-0.014251642699100238,0.011155694581382063,0.010665918281240042,left
4.105146365469531,3.9530900776256503,3.92881421623205,3.429620628875165,-4.049065819131736,-4.077986278206983,-4.0973195523991075,-4.485102256545683,8.010016749567974,8.046123405049142,8.029371868633088,8.048343999970639,-0.6351000276650162,0.6036826618313499,0.09986797317730903,7.188029357552619,-0.7124514405746656,-0.21566538614220018,0.3827736736987958,26.964793933459152,0.725951718936711,-0.11749972438547414,0.2749027660417476,13.196070378491909,-0.004574562239406601,0.011383249198836026,75.49265583031938,-0.0038948662939535103,left
3.6777059390320628,3.1598589149953127,3.524223317274773,3.187220726738947,-3.757603593615818,-3.685787820054505,-5.441775355257027,-2.6976420793264158,8.326958750314343,8.655990296028131,7.895724648193625,8.926976027541386,1.7010122423210825,1.1620279886333815,7.640206842184652,-0.21485315021446635,2.4457793341310152,11.239797247581585,-3.139666264203797,-4.833579364883701,-1.202670163110973,-10.605163892234106,21.16895389815362,10.124908491705908,0.0024371709533430653,0.009556658790202795,-0.014643202089129493,-0.003202781437148494,left
3.533768448722258,3.433950219215311,3.4452152721099027,3.1330114008831575,-3.3025374750755563,-3.427629382033509,-4.807926252469424,-1.7529119904350035,8.55205733405693,8.588906084917749,8.091800982637423,9.26547914980273,22.53856346773721,10.466712353163906,37.89041346189802,-5.407815200738941,12.191441761472971,11.189763659645994,18.203473024379992,3.8714990088446846,-5.0069229113638505,-9.140013863227313,-4.747376819892277,-19.913287703082993,0.0022395752549505036,0.001293832431181852,-0.0019484471236001317,0.004726866422129418,left
